x y z
-0.05426574 0.17261828 -0.029576179
-0.0571631 0.1695262 -0.03103482
-0.06004554 0.16622947 -0.032499313
-0.06291029 0.16273223 -0.033967454
-0.065754585 0.15903844 -0.03543705
-0.068575665 0.15515232 -0.03690591
-0.07137074 0.15107794 -0.038371842
-0.07413708 0.14681935 -0.039832637
-0.076871864 0.14238067 -0.04128611
-0.07957237 0.13776599 -0.042730052
-0.0822358 0.13297941 -0.04416229
-0.084859416 0.12802503 -0.04558061
-0.087440416 0.122906916 -0.046982825
-0.089976065 0.117629185 -0.04836674
-0.092463575 0.1121959 -0.049730156
-0.094900176 0.1066112 -0.051070876
-0.0972831 0.10087914 -0.0523867
-0.09960959 0.09500384 -0.053675447
-0.101876885 0.088989355 -0.054934915
-0.10408218 0.082839824 -0.05616291
-0.106222756 0.07655932 -0.05735722
-0.1082958 0.07015192 -0.05851568
-0.110298574 0.063621745 -0.059636068
-0.11222829 0.056972872 -0.060716193
-0.1140822 0.050209403 -0.061753873
-0.11585752 0.043335423 -0.062746905
-0.11755148 0.036355037 -0.0636931
-0.11916132 0.029272323 -0.06459023
-0.12068429 0.022091383 -0.06543615
-0.12211758 0.014816308 -0.06622862
-0.12345847 0.0074511953 -0.06696548
-0.12470415 1.3397954E-7 -0.06764451
-5.8730693E-5 0.18289934 -0.006273765
-0.0026237674 0.18470632 -0.007296709
-0.005231011 0.18623006 -0.008369891
-0.0078777205 0.18747436 -0.009491065
-0.010561154 0.188443 -0.010657973
-0.013278573 0.1891396 -0.011868372
-0.016027233 0.18956813 -0.013120008
-0.018804394 0.1897322 -0.014410628
-0.021607319 0.1896356 -0.015737986
-0.024433253 0.18928207 -0.017099828
-0.027279468 0.18867543 -0.01849391
-0.030143222 0.18781942 -0.019917972
-0.033021767 0.18671778 -0.021369772
-0.03591237 0.18537432 -0.022847055
-0.038812287 0.18379274 -0.024347572
-0.04171877 0.18197678 -0.025869071
-0.044629082 0.17993027 -0.027409302
-0.047540486 0.17765693 -0.028966015
-0.050450243 0.17516056 -0.03053696
-0.05335559 0.17244485 -0.032119885
-0.056253817 0.1695136 -0.033712536
-0.05914216 0.16637059 -0.03531267
-0.062017903 0.16301958 -0.036918037
-0.06487826 0.15946427 -0.03852638
-0.067720525 0.15570845 -0.040135443
-0.070541956 0.15175594 -0.041742995
-0.073339805 0.14761044 -0.04334677
-0.0761113 0.14327571 -0.044944517
-0.07885377 0.13875552 -0.046533987
-0.08156441 0.13405362 -0.048112933
-0.08424051 0.1291738 -0.049679115
-0.08687931 0.12411979 -0.051230263
-0.08947809 0.11889535 -0.05276414
-0.09203411 0.11350427 -0.054278485
-0.09454461 0.10795027 -0.055771053
-0.09700684 0.10223716 -0.0572396
-0.09941809 0.09636864 -0.05868186
-0.1017756 0.09034851 -0.060095597
-0.104076624 0.08418051 -0.061478555
-0.10631845 0.077868424 -0.062828474
-0.108498305 0.071416 -0.06414313
-0.11061345 0.06482699 -0.06542024
-0.11266117 0.058105152 -0.06665758
-0.11463869 0.051254258 -0.067852885
-0.1165433 0.044278067 -0.069003895
-0.11837224 0.03718033 -0.07010839
-0.12012276 0.029964812 -0.071164094
-0.121792145 0.022635274 -0.07216877
-0.123377636 0.015195478 -0.073120154
-0.12487651 0.007649178 -0.074016005
-0.126286 1.3767182E-7 -0.074854076
-5.4418364E-5 0.17839551 -0.0065828417
-0.0025265175 0.18043493 -0.007692488
-0.005045161 0.18219094 -0.008855444
-0.007607648 0.18366708 -0.010069414
-0.010211277 0.18486677 -0.011332094
-0.012853342 0.18579324 -0.01264118
-0.015531145 0.18645005 -0.013994384
-0.018241977 0.18684053 -0.015389393
-0.020983148 0.18696812 -0.016823912
-0.023751944 0.18683617 -0.01829564
-0.026545672 0.18644816 -0.019802278
-0.029361619 0.18580744 -0.021341527
-0.032197088 0.1849174 -0.022911076
-0.03504939 0.1837815 -0.024508642
-0.037915807 0.18240315 -0.026131919
-0.040793646 0.18078566 -0.027778596
-0.043680176 0.1789325 -0.02944638
-0.04657274 0.17684712 -0.031132972
-0.049468614 0.17453285 -0.032836072
-0.05236509 0.17199309 -0.03455338
-0.055259474 0.16923124 -0.036282588
-0.058149062 0.16625078 -0.038021408
-0.061031155 0.16305506 -0.03976754
-0.063903034 0.15964746 -0.041518662
-0.06676202 0.15603144 -0.043272495
-0.0696054 0.15221037 -0.045026727
-0.07243047 0.14818765 -0.046779074
-0.07523453 0.14396673 -0.048527215
-0.07801488 0.13955094 -0.050268855
-0.080768816 0.13494374 -0.0520017
-0.08349365 0.13014852 -0.05372346
-0.08618663 0.12516865 -0.055431813
-0.08884512 0.120007575 -0.057124473
-0.091466375 0.1146687 -0.05879913
-0.094047725 0.1091554 -0.060453493
-0.09658643 0.10347109 -0.062085252
-0.09907981 0.09761919 -0.06369212
-0.10152515 0.091603085 -0.06527179
-0.103919774 0.085426174 -0.06682194
-0.106260955 0.07909188 -0.06834031
-0.108546 0.07260359 -0.06982457
-0.11077221 0.06596472 -0.07127243
-0.11293687 0.05917867 -0.07268159
-0.115037285 0.052248843 -0.07404976
-0.11707076 0.045178633 -0.075374626
-0.11903459 0.037971456 -0.07665388
-0.12092605 0.030630715 -0.07788524
-0.12274248 0.023159808 -0.079066396
-0.12448115 0.015562139 -0.08019504
-0.12613936 0.007841117 -0.08126889
-0.12771441 1.412599E-7 -0.08228564
-5.0303533E-5 0.17354761 -0.0068233637
-0.0024267794 0.17581733 -0.008013554
-0.004853922 0.17780432 -0.009260511
-0.00732908 0.17951165 -0.010561891
-0.009849602 0.18094236 -0.01191535
-0.012412839 0.18209936 -0.013318544
-0.015016139 0.18298581 -0.014769132
-0.01765685 0.1836047 -0.016264768
-0.020332325 0.18395902 -0.01780311
-0.023039907 0.18405177 -0.01938181
-0.025776949 0.18388607 -0.020998538
-0.028540803 0.18346488 -0.022650935
-0.03132881 0.18279119 -0.024336658
-0.03413833 0.18186814 -0.026053378
-0.036966708 0.18069865 -0.027798746
-0.03981129 0.17928573 -0.02957041
-0.04266942 0.17763248 -0.031366035
-0.045538466 0.17574191 -0.033183273
-0.048415773 0.17361704 -0.03501978
-0.051298656 0.17126085 -0.03687322
-0.0541845 0.16867638 -0.038741242
-0.05707065 0.16586672 -0.040621508
-0.059954457 0.16283481 -0.042511668
-0.06283325 0.1595837 -0.044409376
-0.06570439 0.15611643 -0.046312295
-0.06856524 0.15243605 -0.04821809
-0.07141312 0.14854552 -0.050124407
-0.07424541 0.14444791 -0.0520289
-0.07705943 0.14014623 -0.05392923
-0.079852566 0.1356435 -0.05582305
-0.08262212 0.13094272 -0.057708025
-0.08536547 0.12604699 -0.059581798
-0.088079974 0.12095925 -0.061442044
-0.090762965 0.11568258 -0.0632864
-0.093411796 0.11021998 -0.06511254
-0.09602382 0.10457448 -0.06691812
-0.09859637 0.098749086 -0.06870077
-0.10112682 0.092746854 -0.07045818
-0.103612505 0.08657079 -0.07218799
-0.10605077 0.08022392 -0.073887855
-0.10843897 0.07370928 -0.07555544
-0.110774465 0.06702987 -0.07718839
-0.11305459 0.060188737 -0.07878438
-0.11527669 0.053188886 -0.08034104
-0.11743812 0.046033356 -0.08185605
-0.11953625 0.03872516 -0.083327055
-0.1215684 0.031267334 -0.08475172
-0.123531915 0.023662893 -0.0861277
-0.12542418 0.015914867 -0.08745264
-0.12724252 0.008026276 -0.08872422
-0.12898427 1.4473024E-7 -0.08994006
-4.638302E-5 0.16837698 -0.0069985143
-0.0023249912 0.17087325 -0.008262819
-0.0046581486 0.17308818 -0.009587708
-0.0070432676 0.17502452 -0.010970812
-0.009477762 0.1766848 -0.012409745
-0.0119590415 0.17807163 -0.0139021315
-0.014484524 0.17918769 -0.015445593
-0.017051617 0.1800356 -0.017037751
-0.019657737 0.18061791 -0.018676227
-0.022300288 0.1809373 -0.020358643
-0.024976699 0.18099642 -0.022082616
-0.027684372 0.18079783 -0.023845777
-0.030420717 0.18034415 -0.025645738
-0.033183165 0.17963809 -0.027480133
-0.035969105 0.17868218 -0.029346574
-0.038775973 0.17747903 -0.03124268
-0.04160115 0.17603128 -0.03316608
-0.04444208 0.17434162 -0.03511439
-0.047296166 0.17241265 -0.037085243
-0.050160814 0.17024691 -0.039076243
-0.053033445 0.16784707 -0.04108502
-0.055911466 0.1652158 -0.0431092
-0.058792304 0.16235565 -0.04514641
-0.061673343 0.15926926 -0.047194246
-0.06455202 0.15595925 -0.04925035
-0.06742575 0.1524283 -0.051312346
-0.07029192 0.14867894 -0.053377844
-0.07314796 0.14471388 -0.055444468
-0.07599127 0.14053567 -0.057509843
-0.078819305 0.13614693 -0.05957159
-0.081629425 0.13155034 -0.061627336
-0.08441907 0.1267485 -0.06367469
-0.08718566 0.12174401 -0.06571128
-0.08992658 0.11653948 -0.06773474
-0.092639275 0.11113758 -0.06974268
-0.095321134 0.105540894 -0.07173271
-0.09796958 0.09975206 -0.07370248
-0.10058202 0.093773685 -0.075649574
-0.10315587 0.087608404 -0.07757164
-0.10568856 0.08125884 -0.079466306
-0.10817747 0.0747276 -0.08133118
-0.11062002 0.06801731 -0.08316388
-0.11301365 0.061130606 -0.08496204
-0.11535576 0.054070085 -0.08672327
-0.11764374 0.046838388 -0.088445194
-0.11987503 0.03943813 -0.09012545
-0.122047015 0.031871926 -0.09176163
-0.124157146 0.02414241 -0.09335137
-0.1262028 0.01625219 -0.0948923
-0.12818144 0.008203897 -0.09638204
-0.13009042 1.4806888E-7 -0.097818196
-4.265382E-5 0.16290686 -0.0071116644
-0.002221588 0.16562423 -0.008443402
-0.004458694 0.16806252 -0.009839898
-0.0067514568 0.17022406 -0.011298753
-0.00909737 0.17211092 -0.012817561
-0.011493919 0.17372535 -0.014393912
-0.013938597 0.17506957 -0.016025413
-0.016428886 0.17614572 -0.017709656
-0.018962279 0.17695601 -0.019444238
-0.02153626 0.17750265 -0.021226753
-0.024148326 0.17778786 -0.023054807
-0.02679596 0.17781377 -0.02492598
-0.02947665 0.17758259 -0.026837876
-0.03218789 0.17709659 -0.028788108
-0.03492717 0.1763579 -0.03077425
-0.037691973 0.1753687 -0.0327939
-0.040479783 0.1741312 -0.034844674
-0.043288093 0.17264766 -0.036924146
-0.046114407 0.1709202 -0.03902993
-0.04895618 0.16895102 -0.04115961
-0.05181094 0.16674231 -0.04331078
-0.054676156 0.16429634 -0.045481052
-0.05754931 0.16161525 -0.047668017
-0.0604279 0.1587012 -0.049869258
-0.0633094 0.15555641 -0.05208239
-0.06619134 0.15218316 -0.054305
-0.06907115 0.14858355 -0.05653468
-0.07194636 0.14475979 -0.05876904
